GitHub Issue,Number,GUID,Output Type,Label,Dimension,dataID,InTestLine #,Input.data,Output.data,Response.status,Response.result,Response.comment,ISSUE,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/21,21,69b2efdc-6269-45a4-aecb-4cb99c2ae134,VALIDATION,COUNTRY_NOTSTANDARD,SPACE,11,2,"dwc:country=""Eswatini""",,RUN_HAS_RESULT,COMPLIANT,dwc:country is a valid country name according to The Getty Thesaurus of Geographic Names (2021-03-30).,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/21,21,69b2efdc-6269-45a4-aecb-4cb99c2ae134,VALIDATION,COUNTRY_NOTSTANDARD,SPACE,12,3,"dwc:country=""Swaziland""",,RUN_HAS_RESULT,NOT_COMPLIANT,Eswatini is the preferred name according to The Getty Thesaurus of Geographic Names (2021-03-30).,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/21,21,69b2efdc-6269-45a4-aecb-4cb99c2ae134,VALIDATION,COUNTRY_NOTSTANDARD,SPACE,13,4,"dwc:country=""Yugoslavia""",,RUN_HAS_RESULT,COMPLIANT,Yugoslavia is the preferred name according to The Getty Thesaurus of Geographic Names (2021-03-30).,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/21,21,69b2efdc-6269-45a4-aecb-4cb99c2ae134,VALIDATION,COUNTRY_NOTSTANDARD,SPACE,14,5,"dwc:country=""Congo""",,RUN_HAS_RESULT,NOT_COMPLIANT,Congo could be Republic of the Congo or Democratic Republic of the Congo.,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/21,21,69b2efdc-6269-45a4-aecb-4cb99c2ae134,VALIDATION,COUNTRY_NOTSTANDARD,SPACE,15,6,"dwc:country=""United States Minor Outlying Islands""",,RUN_HAS_RESULT,NOT_COMPLIANT,"""United States Minor Outlying Islands"" is not a valid COUNTRY in The Getty Thesaurus of Geographic Names (2021-03-30).",,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/21,21,69b2efdc-6269-45a4-aecb-4cb99c2ae134,VALIDATION,COUNTRY_NOTSTANDARD,SPACE,16,7,"dwc:country=""México""",,RUN_HAS_RESULT,COMPLIANT,dwc:country is a valid country name according to The Getty Thesaurus of Geographic Names (2021-03-30).,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,17,1,"dwc:phylum=""""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:phylum is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,18,2,"dwc:phylum=""  """,,INTERNAL_PREREQUISITES_NOT_MET,,dwc:phylum consists of white space,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,19,3,"dwc:phylum=""[non-printing characters]""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:phylum is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,20,4,"dwc:phylum=""[null]""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:phylum does not have an equivalent at the rank of Phylum in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,21,5,"dwc:phylum=""?""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:phylum does not have an equivalent at the rank of Phylum in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,22,6,"dwc:phylum=""Trachyophyta""",,RUN_HAS_RESULT,COMPLIANT,dwc:phylum has an equivalent at the rank of Phylum in the bdq:sourceAuthority. GBIF.org uses Trachyophyta for the Phylum including ferns,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,23,7,"dwc:phylum=""Trachyophyta""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:phylum does not have an equivalent at the rank of Phylum in the bdq:sourceAuthority. The Australian Plant Census uses Charophyta for the Phylum including ferns,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,24,8,"dwc:phylum=""Charophyta""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:phylum does not have an equivalent at the rank of Phylum in the bdq:sourceAuthority. GBIF.org uses Charophyta at classification level above Phylum,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,25,9,"dwc:phylum=""Charophyta""",,RUN_HAS_RESULT,COMPLIANT,dwc:phylum has an equivalent at the rank of Phylum in the bdq:sourceAuthority. The Australian Plant Census uses Charophyta as Phylum in the kingdom Plantae.,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,26,10,"dwc:phylum=""Chordata""",,RUN_HAS_RESULT,COMPLIANT,dwc:phylum has an equivalent at the rank of Phylum in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,27,11,"dwc:phylum=""chordate""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:phylumdoes not have an equivalent at the rank of Phylum in the bdq:sourceAuthority.,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,28,12,"dwc:phylum=""dwc:phylum""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:phylumdoes not have an equivalent at the rank of Phylum in the bdq:sourceAuthority.,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/22,22,eaad41c5-1d46-4917-a08b-4fd1d7ff5c0f,VALIDATION,PHYLUM_NOTFOUND,NAME,29,13,"bdq:sourceAuthority=""https://invalid/invalidservice""",,EXTERNAL_PREREQUISITES_NOT_MET,,The bdq:sourceAuthority was not available or unreachable,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/23,23,3cfe9ab4-79f8-4afd-8da5-723183ef16a3,VALIDATION,OCCURRENCEID_NOTSTANDARD,OTHER,30,1,"dwc:occurrenceID=""https://www.inaturalist.org/observations/43047701""",,RUN_HAS_RESULT,COMPLIANT,dwc:occurrenceID conforms to GUID structure,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/23,23,3cfe9ab4-79f8-4afd-8da5-723183ef16a3,VALIDATION,OCCURRENCEID_NOTSTANDARD,OTHER,31,2,"dwc:occurrenceID=""42""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:occurrenceID does not conform to GUID structure,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/23,23,3cfe9ab4-79f8-4afd-8da5-723183ef16a3,VALIDATION,OCCURRENCEID_NOTSTANDARD,OTHER,32,3,"dwc:occurrenceID=""anyOldTerm""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:occurrenceID does not conform to GUID structure,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/23,23,3cfe9ab4-79f8-4afd-8da5-723183ef16a3,VALIDATION,OCCURRENCEID_NOTSTANDARD,OTHER,33,4,"dwc:occurrenceID=""â€¦""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:occurrenceID does not conform to a GUID structure,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/23,23,3cfe9ab4-79f8-4afd-8da5-723183ef16a3,VALIDATION,OCCURRENCEID_NOTSTANDARD,OTHER,34,5,"dwc:occurrenceID=""?""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:occurrenceID does not conform to a GUID structure,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/23,23,3cfe9ab4-79f8-4afd-8da5-723183ef16a3,VALIDATION,OCCURRENCEID_NOTSTANDARD,OTHER,35,6,"dwc:occurrenceID=""""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:occurrenceID is EMPTY or missing,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/23,23,3cfe9ab4-79f8-4afd-8da5-723183ef16a3,VALIDATION,OCCURRENCEID_NOTSTANDARD,OTHER,36,7,"dwc:occurrenceID=""  """,,INTERNAL_PREREQUISITES_NOT_MET,,dwc:occurrenceID is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/23,23,3cfe9ab4-79f8-4afd-8da5-723183ef16a3,VALIDATION,OCCURRENCEID_NOTSTANDARD,OTHER,37,8,"dwc:occurrenceID=""[non-printing characters]""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:occurrenceID is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/23,23,3cfe9ab4-79f8-4afd-8da5-723183ef16a3,VALIDATION,OCCURRENCEID_NOTSTANDARD,OTHER,38,9,"dwc:occurrenceID=""[null]""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:occurrenceID does not conform to a GUID structure,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/24,24,8f1e6e58-544b-4365-a569-fb781341644e,VALIDATION,MINDEPTH_GREATERTHAN_MAXDEPTH,SPACE,39,1,"dwc:minimumDepthInMeters="""", dwc:maximumDepthInMeters=""""",,INTERNAL_PREREQUISITES_NOT_MET,,Input fields are EMPTY.,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/24,24,8f1e6e58-544b-4365-a569-fb781341644e,VALIDATION,MINDEPTH_GREATERTHAN_MAXDEPTH,SPACE,40,2,"dwc:minimumDepthInMeters=""0"", dwc:maximumDepthInMeters=""0""",,RUN_HAS_RESULT,COMPLIANT,dwc:minimumDepthInMeters = dwc:maximumDepthInMeters,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/24,24,8f1e6e58-544b-4365-a569-fb781341644e,VALIDATION,MINDEPTH_GREATERTHAN_MAXDEPTH,SPACE,41,3,"dwc:minimumDepthInMeters=""1"", dwc:maximumDepthInMeters=""0""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:minimumDepthInMeters > dwc:maximumDepthInMeters,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/24,24,8f1e6e58-544b-4365-a569-fb781341644e,VALIDATION,MINDEPTH_GREATERTHAN_MAXDEPTH,SPACE,42,4,"dwc:minimumDepthInMeters=""-1"", dwc:maximumDepthInMeters=""-1""",,INTERNAL_PREREQUISITES_NOT_MET,,The values of dwc:minimumDepthInMeters or dwc:maximumDepthInMeters are not zero or a positive number,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/24,24,8f1e6e58-544b-4365-a569-fb781341644e,VALIDATION,MINDEPTH_GREATERTHAN_MAXDEPTH,SPACE,43,5,"dwc:minimumDepthInMeters=""1200"", dwc:maximumDepthInMeters=""1200""",,RUN_HAS_RESULT,COMPLIANT,dwc:minimumDepthInMeters = dwc:maximumDepthInMeters,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/24,24,8f1e6e58-544b-4365-a569-fb781341644e,VALIDATION,MINDEPTH_GREATERTHAN_MAXDEPTH,SPACE,44,6,"dwc:minimumDepthInMeters=""100"", dwc:maximumDepthInMeters=""""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:maximumDepthInMeters is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/24,24,8f1e6e58-544b-4365-a569-fb781341644e,VALIDATION,MINDEPTH_GREATERTHAN_MAXDEPTH,SPACE,45,7,"dwc:minimumDepthInMeters="""", dwc:maximumDepthInMeters=""1200""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:minimumDepthInMeters is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/24,24,8f1e6e58-544b-4365-a569-fb781341644e,VALIDATION,MINDEPTH_GREATERTHAN_MAXDEPTH,SPACE,46,8,"dwc:minimumDepthInMeters=""100"", dwc:maximumDepthInMeters=""50""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:minimumDepthInMeters > maximumDepthInMeters,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/26,26,39bb2280-1215-447b-9221-fd13bc990641,AMENDMENT,DATEIDENTIFIED_STANDARDIZED ,TIME,47,1,"dwc:dateIdentified=""""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:dateIdentified is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/26,26,39bb2280-1215-447b-9221-fd13bc990641,AMENDMENT,DATEIDENTIFIED_STANDARDIZED ,TIME,48,2,"dwc:dateIdentified=""X""",,NOT_AMENDED,,dwc:dateIdentified contains an uninterpretable value,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/26,26,39bb2280-1215-447b-9221-fd13bc990641,AMENDMENT,DATEIDENTIFIED_STANDARDIZED ,TIME,49,3,"dwc:dateIdentified=""10-28""",,NOT_AMENDED,,dwc:dateIdentified contains an ambiguous value,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/26,26,39bb2280-1215-447b-9221-fd13bc990641,AMENDMENT,DATEIDENTIFIED_STANDARDIZED ,TIME,50,4,"dwc:dateIdentified=""2021-28-10""","dwc:dateIdentified=""2021-10-28""",AMENDED,"dwc:dateIdentified=""2021-10-28""","dwc:dateIdentified assuming dwc:year, dwc:day and dwc:month",,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/26,26,39bb2280-1215-447b-9221-fd13bc990641,AMENDMENT,DATEIDENTIFIED_STANDARDIZED ,TIME,51,5,"dwc:dateIdentified=""21-10-28""",,NOT_AMENDED,,dwc:dateIdentified contains ambiguous values. It could be dd-mm-yy or yy-mm-dd,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/26,26,39bb2280-1215-447b-9221-fd13bc990641,AMENDMENT,DATEIDENTIFIED_STANDARDIZED ,TIME,52,6,"dwc:dateIdentified=""2021/10/28""","dwc:dateIdentified=""2021-10-28""",AMENDED,"dwc:dateIdentified=""2021-10-28""",dwc:dateIdentified contains an interpretable value,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/26,26,39bb2280-1215-447b-9221-fd13bc990641,AMENDMENT,DATEIDENTIFIED_STANDARDIZED ,TIME,53,7,"dwc:dateIdentified=""2021/04/03""","dwc:dateIdentified=""2021-04-03""",AMENDED,"dwc:dateIdentified=""2021-04-03""",dwc:dateIdentified contains an unambiguous values (at least by Paul :),,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,54,1,"bdq:sourceAuthority=""https://invalid/invalidservice""",,EXTERNAL_PREREQUISITES_NOT_MET,,The bdq:sourceAuthority was unavailable or unreachable,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,55,2,"dwc:family=""""",,INTERNAL_PREREQUISITES_NOT_MET,,bdq:family is EMPTY or MISSING,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,56,3,"dwc:family=""[non-printing characters]""",,INTERNAL_PREREQUISITES_NOT_MET,,bdq:family is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,57,4,"dwc:family=""  """,,INTERNAL_PREREQUISITES_NOT_MET,,bdq:family is EMPTY or white space,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,58,5,"dwc:family=""[null]""",,RUN_HAS_RESULT,NOT_COMPLIANT,bdq:family does not have an equivalent at the rank of Family in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,59,6,"dwc:family=""?""",,RUN_HAS_RESULT,NOT_COMPLIANT,bdq:family does not have an equivalent at the rank of Family in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,60,7,"dwc:family=""Agaricaceae""",,RUN_HAS_RESULT,COMPLIANT,bdq:family has an equivalent at the rank of Family in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,61,8,"dwc:family=""Agaricacae""",,RUN_HAS_RESULT,NOT_COMPLIANT,bdq:family does not have an equivalent at the rank of Family in the Parameterized Source Authority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,62,9,"dwc:family=""Macropodidae""",,RUN_HAS_RESULT,COMPLIANT,bdq:family has an equivalent at the rank of Family in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,63,10,"dwc:family=""kangaroos""",,RUN_HAS_RESULT,NOT_COMPLIANT,bdq:family does not have an equivalent at the rank of Family in the Parameterized Source Authority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,64,11,"dwc:family=""Macropods""",,RUN_HAS_RESULT,NOT_COMPLIANT,bdq:family does not have an equivalent at the rank of Family in the Parameterized Source Authority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/28,28,3667556d-d8f5-454c-922b-af8af38f613c,VALIDATION,FAMILY_NOTFOUND,NAME,65,12,"dwc:family=""dwc:family""",,RUN_HAS_RESULT,NOT_COMPLIANT,bdq:family does not have an equivalent at the rank of Family in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/29,29,fecaa8a3-bbd8-4c5a-a424-13c37c4bb7b1,NOTIFICATION,ANNOTATION_NOTEMPTY,OTHER,66,1,"bdq:annotation=""dwc:locality does not match dwc:decimalLatitude""",,RUN_HAS_RESULT,NOTIFY,bdq:annotation is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/29,29,fecaa8a3-bbd8-4c5a-a424-13c37c4bb7b1,NOTIFICATION,ANNOTATION_NOTEMPTY,OTHER,67,2,"bdq:annotation=""blah""",,RUN_HAS_RESULT,NOTIFY,bdq:annotation is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/29,29,fecaa8a3-bbd8-4c5a-a424-13c37c4bb7b1,NOTIFICATION,ANNOTATION_NOTEMPTY,OTHER,68,3,"bdq:annotation=""anyOldTerm""",,RUN_HAS_RESULT,NOTIFY,bdq:annotation is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/29,29,fecaa8a3-bbd8-4c5a-a424-13c37c4bb7b1,NOTIFICATION,ANNOTATION_NOTEMPTY,OTHER,69,4,"bdq:annotation=""â€¦""",,RUN_HAS_RESULT,NOTIFY,bdq:annotation is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/29,29,fecaa8a3-bbd8-4c5a-a424-13c37c4bb7b1,NOTIFICATION,ANNOTATION_NOTEMPTY,OTHER,70,5,"bdq:annotation=""?""",,RUN_HAS_RESULT,NOTIFY,bdq:annotation is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/29,29,fecaa8a3-bbd8-4c5a-a424-13c37c4bb7b1,NOTIFICATION,ANNOTATION_NOTEMPTY,OTHER,71,6,"bdq:annotation=""  """,,RUN_HAS_RESULT,NOT_NOTIFIED,bdq:annotation is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/29,29,fecaa8a3-bbd8-4c5a-a424-13c37c4bb7b1,NOTIFICATION,ANNOTATION_NOTEMPTY,OTHER,72,7,"bdq:annotation=""""",,RUN_HAS_RESULT,NOT_NOTIFIED,bdq:annotation is EMPTY or Missing,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/29,29,fecaa8a3-bbd8-4c5a-a424-13c37c4bb7b1,NOTIFICATION,ANNOTATION_NOTEMPTY,OTHER,73,8,"bdq:annotation=""[non-printing characters]""",,RUN_HAS_RESULT,NOT_NOTIFIED,bdq:annotation is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/29,29,fecaa8a3-bbd8-4c5a-a424-13c37c4bb7b1,NOTIFICATION,ANNOTATION_NOTEMPTY,OTHER,74,9,"bdq:annotation=""[null]""",,RUN_HAS_RESULT,NOTIFY,bdq:annotation is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/29,29,fecaa8a3-bbd8-4c5a-a424-13c37c4bb7b1,NOTIFICATION,ANNOTATION_NOTEMPTY,OTHER,75,10,"bdq:annotation=""bdq:annotation""",,RUN_HAS_RESULT,NOT_NOTIFIED,bdq:annotation is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/30,30,0949110d-c06b-450e-9649-7c1374d940d1,VALIDATION,DECIMALLONGITUDE_OUTOFRANGE,SPACE,76,1,"dwc:decimalLongitude=""""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:decimalLongitude is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/30,30,0949110d-c06b-450e-9649-7c1374d940d1,VALIDATION,DECIMALLONGITUDE_OUTOFRANGE,SPACE,77,2,"dwc:decimalLongitude=""0""",,RUN_HAS_RESULT,COMPLIANT,dwc:decimalLongitude is in range,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/30,30,0949110d-c06b-450e-9649-7c1374d940d1,VALIDATION,DECIMALLONGITUDE_OUTOFRANGE,SPACE,78,3,"dwc:decimalLongitude=""0.0""",,RUN_HAS_RESULT,COMPLIANT,dwc:decimalLongitude is in range,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/30,30,0949110d-c06b-450e-9649-7c1374d940d1,VALIDATION,DECIMALLONGITUDE_OUTOFRANGE,SPACE,79,4,"dwc:decimalLongitude=""121.0534 W""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:decimalLongitude is NOT a number,,,,,,,,,,,,,,,,,,
